player_id,started,minutes,goals,assists,cs,saves,bonus,bps,yellow,red,auto_subbed,final_points
1,,90,0,0,1,3,3,31,0,0,,10
5,,90,0,0,1,0,2,29,0,0,,8
6,,90,0,0,1,0,1,28,0,0,,7
10,,9,0,0,0,0,0,3,0,0,,1
11,,90,0,0,1,0,0,23,0,0,,6
16,,9,0,0,0,0,0,2,0,0,,1
17,,90,0,0,1,0,0,19,0,0,,3
18,,80,0,0,1,0,0,5,0,0,,3
19,,37,0,0,0,0,0,1,1,0,,0
21,,90,0,0,1,0,0,5,1,0,,2
26,,80,0,0,1,0,0,19,0,0,,5
27,,17,0,1,0,0,0,13,0,0,,4
30,,33,0,1,0,0,0,13,0,0,,4
32,,90,0,0,0,5,0,24,0,0,,3
36,,90,0,0,0,0,0,13,0,0,,2
37,,90,0,0,0,0,0,2,0,0,,2
38,,90,0,0,0,0,0,11,0,0,,2
41,,90,0,0,0,0,0,6,1,0,,1
44,,73,0,0,0,0,0,0,0,0,,2
47,,90,0,0,0,0,0,-2,0,0,,2
48,,73,0,0,0,0,0,18,0,0,,2
49,,16,0,0,0,0,0,2,0,0,,1
50,,73,0,0,0,0,0,10,0,0,,2
52,,90,0,0,0,0,0,12,0,0,,2
54,,73,0,0,0,0,0,19,0,0,,2
55,,16,0,0,0,0,0,3,0,0,,1
64,,79,0,0,0,0,0,5,0,0,,2
83,,90,0,0,0,0,0,0,1,0,,1
101,,90,0,0,0,3,0,9,0,0,,2
106,,90,0,0,0,0,0,4,1,0,,2
107,,90,0,0,0,0,0,5,0,0,,1
110,,90,0,0,0,0,0,3,0,0,,1
113,,90,0,0,0,0,0,14,1,0,,0
119,,73,0,0,1,0,0,9,0,0,,3
120,,72,0,0,0,0,0,7,0,0,,2
121,,90,0,0,0,0,0,18,0,0,,2
126,,90,1,0,0,0,1,34,0,0,,10
129,,90,0,0,0,0,0,16,0,0,,4
135,,24,0,0,0,0,0,-5,0,0,,1
136,,90,0,0,0,0,0,-2,1,0,,1
242,,90,1,0,0,0,1,29,0,0,,8
