gw,club,opp,home_away,fdr,fixture_congestion,blank,double
1,ARS,COV,H,2,1,N,N
1,COV,ARS,A,5,1,N,N
1,HUL,MUN,H,4,1,N,N
1,MUN,HUL,A,2,1,N,N
1,EVE,CRY,H,3,1,N,N
1,CRY,EVE,A,3,1,N,N
1,IPS,SUN,H,2,1,N,N
1,SUN,IPS,A,2,1,N,N
1,NFO,LEE,H,2,1,N,N
1,LEE,NFO,A,3,1,N,N
1,BRE,TOT,H,3,1,N,N
1,TOT,BRE,A,3,1,N,N
1,BHA,AVL,H,3,1,N,N
1,AVL,BHA,A,3,1,N,N
1,MCI,BOU,H,3,1,N,N
1,BOU,MCI,A,5,1,N,N
1,NEW,LIV,H,4,1,N,N
1,LIV,NEW,A,3,1,N,N
1,FUL,CHE,H,4,1,N,N
1,CHE,FUL,A,3,1,N,N
2,CRY,MCI,H,4,1,N,N
2,MCI,CRY,A,3,1,N,N
2,LIV,NFO,H,3,1,N,N
2,NFO,LIV,A,4,1,N,N
2,BOU,EVE,H,3,1,N,N
2,EVE,BOU,A,3,1,N,N
2,COV,HUL,H,2,1,N,N
2,HUL,COV,A,2,1,N,N
2,TOT,NEW,H,2,1,N,N
2,NEW,TOT,A,3,1,N,N
2,CHE,BHA,H,2,1,N,N
2,BHA,CHE,A,4,1,N,N
2,LEE,BRE,H,3,1,N,N
2,BRE,LEE,A,3,1,N,N
2,SUN,FUL,H,2,1,N,N
2,FUL,SUN,A,3,1,N,N
2,MUN,IPS,H,2,1,N,N
2,IPS,MUN,A,4,1,N,N
2,AVL,ARS,H,4,1,N,N
2,ARS,AVL,A,4,1,N,N
3,IPS,LIV,H,4,1,N,N
3,LIV,IPS,A,2,1,N,N
3,NEW,BOU,H,3,1,N,N
3,BOU,NEW,A,3,1,N,N
3,BRE,SUN,H,2,1,N,N
3,SUN,BRE,A,3,1,N,N
3,BHA,LEE,H,2,1,N,N
3,LEE,BHA,A,3,1,N,N
3,FUL,CRY,H,3,1,N,N
3,CRY,FUL,A,3,1,N,N
3,MCI,COV,H,2,1,N,N
3,COV,MCI,A,5,1,N,N
3,NFO,TOT,H,3,1,N,N
3,TOT,NFO,A,3,1,N,N
3,HUL,AVL,H,3,1,N,N
3,AVL,HUL,A,2,1,N,N
3,EVE,MUN,H,4,1,N,N
3,MUN,EVE,A,3,1,N,N
3,ARS,CHE,H,4,1,N,N
3,CHE,ARS,A,5,1,N,N
4,AVL,NFO,H,3,1,N,N
4,NFO,AVL,A,4,1,N,N
4,BOU,BRE,H,3,1,N,N
4,BRE,BOU,A,3,1,N,N
4,CHE,HUL,H,2,1,N,N
4,HUL,CHE,A,4,1,N,N
4,CRY,IPS,H,2,1,N,N
4,IPS,CRY,A,3,1,N,N
4,LIV,FUL,H,2,1,N,N
4,FUL,LIV,A,4,1,N,N
4,TOT,EVE,H,3,1,N,N
4,EVE,TOT,A,3,1,N,N
4,SUN,ARS,H,4,1,N,N
4,ARS,SUN,A,3,1,N,N
4,COV,BHA,H,2,1,N,N
4,BHA,COV,A,2,1,N,N
4,MUN,MCI,H,4,1,N,N
4,MCI,MUN,A,4,1,N,N
4,LEE,NEW,H,2,1,N,N
4,NEW,LEE,A,3,1,N,N
5,BRE,CHE,H,4,1,N,N
5,CHE,BRE,A,3,1,N,N
5,TOT,AVL,H,3,1,N,N
5,AVL,TOT,A,3,1,N,N
5,BHA,ARS,H,4,1,N,N
5,ARS,BHA,A,3,1,N,N
5,EVE,IPS,H,2,1,N,N
5,IPS,EVE,A,3,1,N,N
5,LEE,CRY,H,3,1,N,N
5,CRY,LEE,A,3,1,N,N
5,MCI,SUN,H,2,1,N,N
5,SUN,MCI,A,5,1,N,N
5,NEW,HUL,H,2,1,N,N
5,HUL,NEW,A,3,1,N,N
5,NFO,COV,H,2,1,N,N
5,COV,NFO,A,3,1,N,N
5,BOU,LIV,H,4,1,N,N
5,LIV,BOU,A,3,1,N,N
5,FUL,MUN,H,4,1,N,N
5,MUN,FUL,A,3,1,N,N
