player_id,name,era_tag,heuristic_weight
6586,,,1.1
62110,,,1.1
28321,,,1.1
1277598,,,1.1
18383,,,1.1
649505,,,1.1
215622,,,1.1
497000,,,1.1
155602,,,1.1
30222,,,1.1
207939,,,1.1
23703,,,1.1
116207,,,1.1
1320,,,1.1
111429,,,1.1
175376,,,1.1
126936,,,1.1
859923,,,1.1
11214,,,1.1
