player_id,name,pos,club,now_price,owned_by_%,xG_last4,xA_last4,xGI_last4,npXGI90_last6,shots_box_last4,big_chances_last4,key_passes_last4,mins_last4,expected_minutes_gw+1,proj_points_gw+1,proj_points_next3,injury_status,notes,legend_weight
249,João Pedro Junqueira de Jesus,FWD,CHE,7.8,66.8,,,,,,,,,,,,,,1.0
381,Mohamed Salah,MID,LIV,14.5,53.7,,,,,,,,,,,,,,1.0
82,Antoine Semenyo,MID,BOU,7.5,40.5,,,,,,,,,,,,,,1.0
430,Erling Haaland,FWD,MCI,14.2,35.9,,,,,,,,,,,,,,1.0
470,Martin Dúbravka,GKP,BUR,4.0,34.0,,,,,,,,,100.0,,,,,1.0
582,Mohammed Kudus,MID,TOT,6.6,31.6,,,,,,,,,,,,,,1.0
427,Tijjani Reijnders,MID,MCI,5.7,31.0,,,,,,,,,,,,,,1.0
575,Micky van de Ven,DEF,TOT,4.7,30.9,,,,,,,,,,,,,,1.0
661,Hugo Ekitiké,FWD,LIV,8.8,29.5,,,,,,,,,,,,,,1.0
373,Virgil van Dijk,DEF,LIV,6.1,28.6,,,,,,,,,,,,,,1.0
224,Marc Cucurella Saseta,DEF,CHE,6.2,27.9,,,,,,,,,,,,,,1.0
666,Viktor Gyökeres,FWD,ARS,9.0,25.6,,,,,,,,,,,,,,1.0
568,Pedro Porro Sauceda,DEF,TOT,5.6,25.2,,,,,,,,,,,,,,1.0
1,David Raya Martín,GKP,ARS,5.5,23.4,,,,,,,,,,,,,,1.0
220,Robert Lynch Sánchez,GKP,CHE,5.0,22.9,,,,,,,,,,,,,,1.0
5,Gabriel dos Santos Magalhães,DEF,ARS,6.1,22.0,,,,,,,,,,,,,,1.0
419,Jack Grealish,MID,EVE,6.8,21.9,,,,,,,,,,,,,,1.0
525,Chris Wood,FWD,NFO,7.6,21.8,,,,,,,,,,,,,,1.0
260,Marc Guéhi,DEF,CRY,4.7,21.8,,,,,,,,,,,,,,1.0
235,Cole Palmer,MID,CHE,10.4,19.8,,,,,,,,,100.0,,,,,1.0
449,Bruno Borges Fernandes,MID,MUN,9.0,19.5,,,,,,,,,,,,,,1.0
384,Cody Gakpo,MID,LIV,7.7,18.6,,,,,,,,,,,,,,1.0
382,Florian Wirtz,MID,LIV,8.4,18.0,,,,,,,,,,,,,,1.0
191,Maxime Estève,DEF,BUR,4.0,16.5,,,,,,,,,,,,,,1.0
119,Bryan Mbeumo,MID,MUN,8.1,15.7,,,,,,,,,,,,,,1.0
64,Ollie Watkins,FWD,AVL,8.8,15.0,,,,,,,,,,,,,,1.0
502,Matz Sels,GKP,NFO,5.0,14.6,,,,,,,,,,,,,,1.0
256,Daniel Muñoz Mejía,DEF,CRY,5.6,13.9,,,,,,,,,,,,,,1.0
7,Riccardo Calafiori,DEF,ARS,5.7,13.7,,,,,,,,,,,,,,1.0
597,Richarlison de Andrade,FWD,TOT,6.7,13.4,,,,,,,,,,,,,,1.0
237,Enzo Fernández,MID,CHE,6.6,13.2,,,,,,,,,,,,,,1.0
38,Ezri Konsa Ngoyo,DEF,AVL,4.5,12.8,,,,,,,,,100.0,,,,,1.0
6,William Saliba,DEF,ARS,6.0,12.7,,,,,,,,,75.0,,,,,1.0
610,Aaron Wan-Bissaka,DEF,WHU,4.3,12.6,,,,,,,,,,,,,,1.0
266,Eberechi Eze,MID,ARS,7.5,12.2,,,,,,,,,,,,,,1.0
283,Jean-Philippe Mateta,FWD,CRY,7.6,12.0,,,,,,,,,,,,,,1.0
8,Jurriën Timber,DEF,ARS,5.7,11.8,,,,,,,,,,,,,,1.0
287,Jordan Pickford,GKP,EVE,5.5,11.6,,,,,,,,,,,,,,1.0
402,Rayan Aït-Nouri,DEF,MCI,5.9,11.4,,,,,,,,,25.0,,,,,1.0
366,Alisson Becker,GKP,LIV,5.5,10.9,,,,,,,,,,,,,,1.0
565,Guglielmo Vicario,GKP,TOT,5.1,10.6,,,,,,,,,,,,,,1.0
252,Marc Guiu Paz,FWD,CHE,4.4,10.3,,,,,,,,,100.0,,,,,1.0
477,Tino Livramento,DEF,NEW,5.1,9.5,,,,,,,,,,,,,,1.0
499,Alexander Isak,FWD,LIV,10.4,9.3,,,,,,,,,100.0,,,,,1.0
72,Marcos Senesi Barón,DEF,BOU,4.6,9.2,,,,,,,,,,,,,,1.0
101,Caoimhín Kelleher,GKP,BRE,4.5,9.1,,,,,,,,,100.0,,,,,1.0
580,Brennan Johnson,MID,TOT,7.1,8.9,,,,,,,,,,,,,,1.0
370,Jeremie Frimpong,DEF,LIV,5.9,8.9,,,,,,,,,100.0,,,,,1.0
21,Declan Rice,MID,ARS,6.5,8.8,,,,,,,,,,,,,,1.0
241,Moisés Caicedo Corozo,MID,CHE,5.6,8.7,,,,,,,,,,,,,,1.0
226,Trevoh Chalobah,DEF,CHE,5.1,8.5,,,,,,,,,,,,,,1.0
299,Iliman Ndiaye,MID,EVE,6.5,8.4,,,,,,,,,100.0,,,,,1.0
253,Dean Henderson,GKP,CRY,5.0,8.1,,,,,,,,,,,,,,1.0
541,Reinildo Mandava,DEF,SUN,4.0,8.1,,,,,,,,,,,,,,1.0
47,Morgan Rogers,MID,AVL,7.0,7.9,,,,,,,,,100.0,,,,,1.0
507,Ola Aina,DEF,NFO,4.9,7.9,,,,,,,,,25.0,,,,,1.0
505,Nikola Milenković,DEF,NFO,5.5,7.5,,,,,,,,,,,,,,1.0
