player_id,name,pos,club,now_price,owned_by_%,xG_last4,xA_last4,xGI_last4,npXGI90_last6,shots_box_last4,big_chances_last4,key_passes_last4,mins_last4,expected_minutes_gw+1,proj_points_gw+1,proj_points_next3,injury_status,notes,legend_weight
430,Erling Haaland,FWD,MCI,14.9,70.6,,,,,,,,,100.0,,,,,1.0
82,Antoine Semenyo,MID,BOU,8.1,64.2,,,,,,,,,,,,,,1.0
249,João Pedro Junqueira de Jesus,FWD,CHE,7.5,48.4,,,,,,,,,,,,,,1.0
5,Gabriel dos Santos Magalhães,DEF,ARS,6.6,43.6,,,,,,,,,100.0,,,,,1.0
260,Marc Guéhi,DEF,CRY,5.1,35.1,,,,,,,,,75.0,,,,,1.0
470,Martin Dúbravka,GKP,BUR,4.0,34.4,,,,,,,,,100.0,,,,,1.0
575,Micky van de Ven,DEF,TOT,4.8,33.3,,,,,,,,,,,,,,1.0
1,David Raya Martín,GKP,ARS,5.9,32.3,,,,,,,,,,,,,,1.0
119,Bryan Mbeumo,MID,MUN,8.5,31.9,,,,,,,,,,,,,,1.0
283,Jean-Philippe Mateta,FWD,CRY,8.0,28.8,,,,,,,,,,,,,,1.0
72,Marcos Senesi Barón,DEF,BOU,5.0,25.9,,,,,,,,,,,,,,1.0
8,Jurriën Timber,DEF,ARS,6.1,25.6,,,,,,,,,,,,,,1.0
381,Mohamed Salah,MID,LIV,14.2,24.0,,,,,,,,,,,,,,1.0
241,Moisés Caicedo Corozo,MID,CHE,6.0,23.1,,,,,,,,,100.0,,,,,1.0
373,Virgil van Dijk,DEF,LIV,5.9,23.0,,,,,,,,,,,,,,1.0
224,Marc Cucurella Saseta,DEF,CHE,6.1,22.1,,,,,,,,,,,,,,1.0
582,Mohammed Kudus,MID,TOT,6.5,22.1,,,,,,,,,50.0,,,,,1.0
714,Nick Woltemade,FWD,NEW,7.4,21.8,,,,,,,,,,,,,,1.0
21,Declan Rice,MID,ARS,6.9,20.4,,,,,,,,,100.0,,,,,1.0
427,Tijjani Reijnders,MID,MCI,5.5,19.7,,,,,,,,,,,,,,1.0
568,Pedro Porro Sauceda,DEF,TOT,5.5,17.4,,,,,,,,,,,,,,1.0
16,Bukayo Saka,MID,ARS,10.1,17.3,,,,,,,,,100.0,,,,,1.0
419,Jack Grealish,MID,EVE,6.8,16.4,,,,,,,,,100.0,,,,,1.0
449,Bruno Borges Fernandes,MID,MUN,8.9,16.2,,,,,,,,,,,,,,1.0
7,Riccardo Calafiori,DEF,ARS,5.8,16.0,,,,,,,,,,,,,,1.0
256,Daniel Muñoz Mejía,DEF,CRY,5.7,15.9,,,,,,,,,,,,,,1.0
661,Hugo Ekitiké,FWD,LIV,8.6,15.5,,,,,,,,,100.0,,,,,1.0
237,Enzo Fernández,MID,CHE,6.7,14.4,,,,,,,,,75.0,,,,,1.0
666,Viktor Gyökeres,FWD,ARS,8.9,13.9,,,,,,,,,25.0,,,,,1.0
220,Robert Lynch Sánchez,GKP,CHE,4.8,13.7,,,,,,,,,,,,,,1.0
266,Eberechi Eze,MID,ARS,7.6,13.6,,,,,,,,,,,,,,1.0
384,Cody Gakpo,MID,LIV,7.5,13.1,,,,,,,,,,,,,,1.0
267,Ismaïla Sarr,MID,CRY,6.7,13.0,,,,,,,,,100.0,,,,,1.0
191,Maxime Estève,DEF,BUR,4.0,12.0,,,,,,,,,,,,,,1.0
299,Iliman Ndiaye,MID,EVE,6.6,11.9,,,,,,,,,100.0,,,,,1.0
469,Nick Pope,GKP,NEW,5.2,11.8,,,,,,,,,,,,,,1.0
6,William Saliba,DEF,ARS,6.0,11.6,,,,,,,,,100.0,,,,,1.0
136,Igor Thiago Nascimento Rodrigues,FWD,BRE,6.3,10.1,,,,,,,,,,,,,,1.0
736,Gianluigi Donnarumma,GKP,MCI,5.7,10.1,,,,,,,,,,,,,,1.0
476,Dan Burn,DEF,NEW,5.2,9.7,,,,,,,,,,,,,,1.0
565,Guglielmo Vicario,GKP,TOT,5.0,9.7,,,,,,,,,,,,,,1.0
287,Jordan Pickford,GKP,EVE,5.5,9.6,,,,,,,,,,,,,,1.0
235,Cole Palmer,MID,CHE,10.3,9.0,,,,,,,,,,,,,,1.0
178,Danny Welbeck,FWD,BHA,6.5,9.0,,,,,,,,,,,,,,1.0
225,Reece James,DEF,CHE,5.6,8.6,,,,,,,,,100.0,,,,,1.0
38,Ezri Konsa Ngoyo,DEF,AVL,4.4,8.4,,,,,,,,,100.0,,,,,1.0
502,Matz Sels,GKP,NFO,4.8,8.0,,,,,,,,,,,,,,1.0
226,Trevoh Chalobah,DEF,CHE,5.1,8.0,,,,,,,,,100.0,,,,,1.0
101,Caoimhín Kelleher,GKP,BRE,4.5,7.7,,,,,,,,,100.0,,,,,1.0
253,Dean Henderson,GKP,CRY,5.0,7.7,,,,,,,,,,,,,,1.0
597,Richarlison de Andrade,FWD,TOT,6.4,7.7,,,,,,,,,,,,,,1.0
624,Jarrod Bowen,FWD,WHU,7.7,7.5,,,,,,,,,,,,,,1.0
670,Robin Roefs,GKP,SUN,4.7,7.3,,,,,,,,,,,,,,1.0
382,Florian Wirtz,MID,LIV,8.0,7.1,,,,,,,,,,,,,,1.0
252,Marc Guiu Paz,FWD,CHE,4.2,7.0,,,,,,,,,100.0,,,,,1.0
64,Ollie Watkins,FWD,AVL,8.5,6.5,,,,,,,,,100.0,,,,,1.0
348,Joe Rodon,DEF,LEE,4.1,6.4,,,,,,,,,100.0,,,,,1.0
236,Pedro Lomba Neto,MID,CHE,7.1,6.0,,,,,,,,,75.0,,,,,1.0
291,James Tarkowski,DEF,EVE,5.4,6.0,,,,,,,,,,,,,,1.0
525,Chris Wood,FWD,NFO,7.2,6.0,,,,,,,,,25.0,,,,,1.0
668,Granit Xhaka,MID,SUN,5.1,6.0,,,,,,,,,,,,,,1.0
694,Nordi Mukiele,DEF,SUN,4.2,5.8,,,,,,,,,,,,,,1.0
610,Aaron Wan-Bissaka,DEF,WHU,4.3,5.7,,,,,,,,,100.0,,,,,1.0
67,Đorđe Petrović,GKP,BOU,4.5,5.7,,,,,,,,,,,,,,1.0
366,Alisson Becker,GKP,LIV,5.4,5.5,,,,,,,,,,,,,,1.0
36,Matty Cash,DEF,AVL,4.6,5.5,,,,,,,,,,,,,,1.0
200,Jaidon Anthony,MID,BUR,5.6,5.5,,,,,,,,,100.0,,,,,1.0
403,Joško Gvardiol,DEF,MCI,5.8,5.1,,,,,,,,,100.0,,,,,1.0
418,Jérémy Doku,MID,MCI,6.4,5.1,,,,,,,,,,,,,,1.0
370,Jeremie Frimpong,DEF,LIV,5.7,5.0,,,,,,,,,,,,,,1.0
387,Dominik Szoboszlai,MID,LIV,6.6,5.0,,,,,,,,,,,,,,1.0
47,Morgan Rogers,MID,AVL,6.8,4.9,,,,,,,,,100.0,,,,,1.0
683,Omar Alderete,DEF,SUN,4.1,4.8,,,,,,,,,,,,,,1.0
160,Yankuba Minteh,MID,BHA,6.0,4.8,,,,,,,,,,,,,,1.0
402,Rayan Aït-Nouri,DEF,MCI,5.8,4.7,,,,,,,,,100.0,,,,,1.0
100,Junior Kroupi,FWD,BOU,4.6,4.7,,,,,,,,,,,,,,1.0
681,Benjamin Sesko,FWD,MUN,7.3,4.7,,,,,,,,,75.0,,,,,1.0
347,Gabriel Gudmundsson,DEF,LEE,4.0,4.6,,,,,,,,,100.0,,,,,1.0
499,Alexander Isak,FWD,LIV,10.4,4.6,,,,,,,,,100.0,,,,,1.0
390,Ryan Gravenberch,MID,LIV,5.6,4.6,,,,,,,,,100.0,,,,,1.0
414,Phil Foden,MID,MCI,8.0,4.4,,,,,,,,,100.0,,,,,1.0
408,Rúben dos Santos Gato Alves Dias,DEF,MCI,5.5,4.4,,,,,,,,,,,,,,1.0
450,Matheus Santos Carneiro da Cunha,MID,MUN,7.9,4.4,,,,,,,,,100.0,,,,,1.0
541,Reinildo Mandava,DEF,SUN,4.0,4.3,,,,,,,,,100.0,,,,,1.0
569,Cristian Romero,DEF,TOT,5.0,4.0,,,,,,,,,100.0,,,,,1.0
335,Josh King,MID,FUL,4.5,4.0,,,,,,,,,,,,,,1.0
139,Bart Verbruggen,GKP,BHA,4.4,4.0,,,,,,,,,,,,,,1.0
505,Nikola Milenković,DEF,NFO,5.2,3.8,,,,,,,,,,,,,,1.0
257,Maxence Lacroix,DEF,CRY,5.0,3.8,,,,,,,,,,,,,,1.0
488,Bruno Guimarães Rodriguez Moura,MID,NEW,6.6,3.6,,,,,,,,,,,,,,1.0
560,Wilson Isidor,FWD,SUN,5.6,3.5,,,,,,,,,,,,,,1.0
261,Chris Richards,DEF,CRY,4.5,3.4,,,,,,,,,100.0,,,,,1.0
486,Anthony Elanga,MID,NEW,6.7,3.4,,,,,,,,,,,,,,1.0
508,Neco Williams,DEF,NFO,4.7,3.3,,,,,,,,,,,,,,1.0
371,Milos Kerkez,DEF,LIV,5.7,3.3,,,,,,,,,,,,,,1.0
515,Morgan Gibbs-White,MID,NFO,7.3,3.2,,,,,,,,,,,,,,1.0
417,Rayan Cherki,MID,MCI,6.3,3.2,,,,,,,,,100.0,,,,,1.0
311,Norberto Bercique Gomes Betuncal,FWD,EVE,5.2,3.1,,,,,,,,,,,,,,1.0
603,El Hadji Malick Diouf,DEF,WHU,4.3,3.1,,,,,,,,,,,,,,1.0
436,Matthijs de Ligt,DEF,MUN,5.0,3.0,,,,,,,,,,,,,,1.0
517,Elliot Anderson,MID,NFO,5.3,3.0,,,,,,,,,,,,,,1.0
580,Brennan Johnson,MID,TOT,6.7,3.0,,,,,,,,,,,,,,1.0
26,Martín Zubimendi Ibáñez,MID,ARS,5.4,2.9,,,,,,,,,100.0,,,,,1.0
477,Tino Livramento,DEF,NEW,4.9,2.8,,,,,,,,,,,,,,1.0
441,Patrick Dorgu,DEF,MUN,4.2,2.8,,,,,,,,,,,,,,1.0
317,Joachim Andersen,DEF,FUL,4.5,2.8,,,,,,,,,100.0,,,,,1.0
242,Kiernan Dewsbury-Hall,MID,EVE,4.9,2.8,,,,,,,,,100.0,,,,,1.0
374,Ibrahima Konaté,DEF,LIV,5.4,2.7,,,,,,,,,100.0,,,,,1.0
531,Daniel Ballard,DEF,SUN,4.6,2.7,,,,,,,,,100.0,,,,,1.0
612,Lucas Tolentino Coelho de Lima,MID,WHU,5.9,2.7,,,,,,,,,,,,,,1.0
413,Omar Marmoush,MID,MCI,8.3,2.6,,,,,,,,,100.0,,,,,1.0
478,Kieran Trippier,DEF,NEW,5.0,2.5,,,,,,,,,100.0,,,,,1.0
238,Estêvão Almeida de Oliveira Gonçalves,MID,CHE,6.5,2.5,,,,,,,,,,,,,,1.0
507,Ola Aina,DEF,NFO,4.7,2.4,,,,,,,,,,,,,,1.0
74,Adrien Truffert,DEF,BOU,4.5,2.4,,,,,,,,,,,,,,1.0
32,Emiliano Martínez Romero,GKP,AVL,5.0,2.3,,,,,,,,,100.0,,,,,1.0
341,Karl Darlow,GKP,LEE,4.0,2.3,,,,,,,,,,,,,,1.0
43,Álex Moreno Lopera,DEF,AVL,4.0,2.3,,,,,,,,,,,,,,1.0
205,Josh Cullen,MID,BUR,5.0,2.3,,,,,,,,,,,,,,1.0
258,Tyrick Mitchell,DEF,CRY,5.0,2.2,,,,,,,,,,,,,,1.0
233,Josh Acheampong,DEF,CHE,3.9,2.1,,,,,,,,,100.0,,,,,1.0
497,Lewis Miley,MID,NEW,4.4,2.1,,,,,,,,,100.0,,,,,1.0
660,Anton Stach,MID,LEE,4.9,2.1,,,,,,,,,,,,,,1.0
211,Aaron Ramsey,MID,BUR,4.4,2.1,,,,,,,,,,,,,,1.0
600,Alphonse Areola,GKP,WHU,4.3,2.1,,,,,,,,,,,,,,1.0
157,Mitoma Kaoru,MID,BHA,6.2,2.1,,,,,,,,,25.0,,,,,1.0
485,Anthony Gordon,MID,NEW,7.4,2.0,,,,,,,,,50.0,,,,,1.0
167,Carlos Baleba,MID,BHA,4.7,2.0,,,,,,,,,,,,,,1.0
506,Murillo Costa dos Santos,DEF,NFO,5.3,1.9,,,,,,,,,100.0,,,,,1.0
567,Antonín Kinský,GKP,TOT,3.9,1.9,,,,,,,,,,,,,,1.0
658,Nathan Fraser,FWD,WOL,4.4,1.8,,,,,,,,,,,,,,1.0
145,Maxim De Cuyper,DEF,BHA,4.3,1.8,,,,,,,,,100.0,,,,,1.0
198,Axel Tuanzebe,DEF,BUR,3.9,1.8,,,,,,,,,100.0,,,,,1.0
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,TOT,5.5,1.8,,,,,,,,,,,,,,1.0
474,Fabian Schär,DEF,NEW,5.4,1.8,,,,,,,,,100.0,,,,,1.0
444,Leny Yoro,DEF,MUN,4.4,1.7,,,,,,,,,,,,,,1.0
84,Marcus Tavernier,MID,BOU,5.5,1.7,,,,,,,,,,,,,,1.0
187,Kyle Walker,DEF,BUR,4.4,1.6,,,,,,,,,,,,,,1.0
593,Pape Matar Sarr,MID,TOT,4.8,1.6,,,,,,,,,100.0,,,,,1.0
452,Amad Diallo,MID,MUN,6.3,1.6,,,,,,,,,100.0,,,,,1.0
10,Myles Lewis-Skelly,DEF,ARS,5.1,1.6,,,,,,,,,,,,,,1.0
37,Lucas Digne,DEF,AVL,4.5,1.6,,,,,,,,,100.0,,,,,1.0
410,Rico Lewis,DEF,MCI,4.8,1.6,,,,,,,,,100.0,,,,,1.0
411,Nico O'Reilly,DEF,MCI,4.9,1.6,,,,,,,,,100.0,,,,,1.0
217,Lyle Foster,FWD,BUR,5.0,1.6,,,,,,,,,100.0,,,,,1.0
467,Chido Obi,FWD,MUN,4.3,1.5,,,,,,,,,,,,,,1.0
314,Bernd Leno,GKP,FUL,5.0,1.5,,,,,,,,,,,,,,1.0
324,Alex Iwobi,MID,FUL,6.5,1.5,,,,,,,,,,,,,,1.0
573,Djed Spence,DEF,TOT,4.5,1.5,,,,,,,,,,,,,,1.0
717,Xavi Simons,MID,TOT,6.7,1.4,,,,,,,,,,,,,,1.0
97,Francisco Evanilson de Lima Barbosa,FWD,BOU,7.0,1.4,,,,,,,,,100.0,,,,,1.0
675,Angus Gunn,GKP,NFO,4.0,1.4,,,,,,,,,,,,,,1.0
630,Tom King,GKP,EVE,3.9,1.4,,,,,,,,,,,,,,1.0
733,Senne Lammens,GKP,MUN,5.0,1.4,,,,,,,,,,,,,,1.0
652,Enso González Medina,MID,WOL,4.4,1.4,,,,,,,,,,,,,,1.0
17,Martin Ødegaard,MID,ARS,7.8,1.4,,,,,,,,,,,,,,1.0
