player_id,started,minutes,goals,assists,cs,saves,bonus,bps,yellow,red,auto_subbed,final_points
1,,90,0,0,1,1,0,26,0,0,,6
7,,90,0,0,1,0,1,33,0,0,,7
8,,46,0,0,0,0,0,3,0,0,,1
11,,90,0,1,1,0,3,46,0,0,,14
16,,29,1,0,0,0,0,22,0,0,,6
17,,90,0,0,1,0,0,15,0,0,,3
18,,60,0,0,1,0,0,6,0,0,,3
19,,60,0,0,1,0,0,4,0,0,,3
21,,82,0,0,1,0,0,19,0,0,,3
22,,90,1,1,1,0,2,42,0,0,,13
26,,90,0,0,1,0,0,18,0,0,,3
33,,90,0,0,0,4,0,5,1,0,,1
36,,90,0,1,0,0,0,15,0,0,,4
37,,20,0,0,0,0,0,-1,0,0,,1
38,,90,0,0,0,0,0,6,0,0,,1
39,,69,0,0,0,0,0,14,0,0,,1
41,,90,0,0,0,0,0,0,0,0,,-1
44,,4,0,0,0,0,0,4,0,0,,1
47,,90,0,1,0,0,1,29,0,0,,6
48,,20,0,0,0,0,0,6,0,0,,1
50,,4,0,0,0,0,0,3,0,0,,1
53,,13,1,0,0,0,0,28,0,0,,6
54,,76,0,0,0,0,0,-2,1,0,,1
58,,69,0,0,0,0,0,12,0,0,,2
59,,90,1,0,0,0,2,41,0,0,,11
64,,85,2,0,0,0,3,68,0,0,,13
67,,90,0,0,0,2,0,10,0,0,,2
74,,90,0,0,0,0,0,17,0,0,,4
80,,20,0,0,0,0,0,0,0,0,,1
81,,69,0,0,1,0,0,9,1,0,,2
82,,90,0,0,0,0,0,17,0,0,,4
83,,90,0,0,0,0,0,6,0,0,,2
84,,30,0,0,0,0,0,4,0,0,,1
85,,90,0,0,0,0,0,10,1,0,,1
90,,79,0,0,0,0,0,17,0,0,,4
97,,29,0,0,0,0,0,-2,0,0,,1
98,,10,0,0,0,0,0,-1,1,0,,0
100,,60,0,0,1,0,0,6,0,0,,2
101,,90,0,0,0,5,0,10,0,0,,2
106,,16,0,0,0,0,0,1,0,0,,1
107,,16,0,0,0,0,0,-2,0,0,,1
108,,90,0,0,0,0,0,-3,0,0,,1
109,,73,0,0,0,0,0,5,0,0,,2
110,,90,0,0,0,0,0,5,0,0,,1
111,,73,0,0,0,0,0,20,0,0,,4
113,,90,0,0,0,0,0,6,0,0,,1
119,,90,0,0,0,0,0,15,0,0,,2
120,,59,0,0,0,0,0,3,0,0,,1
121,,29,0,0,0,0,0,7,0,0,,1
124,,29,0,0,0,0,0,6,0,0,,1
125,,60,0,0,0,0,0,10,0,0,,2
126,,60,0,0,0,0,0,2,0,0,,2
129,,90,0,0,0,0,0,9,1,0,,1
136,,30,0,0,0,0,0,4,0,0,,1
139,,90,0,0,0,6,0,9,1,0,,1
145,,90,0,0,0,0,0,5,0,0,,0
146,,90,0,0,0,0,0,-2,0,0,,0
148,,66,0,0,0,0,0,-6,0,0,,1
151,,90,2,0,0,0,0,23,0,0,,12
152,,12,0,0,0,0,0,-1,0,0,,1
160,,90,0,0,0,0,0,12,0,0,,2
162,,76,0,0,0,0,0,3,0,0,,2
163,,66,0,2,0,0,0,24,0,0,,8
167,,77,0,0,0,0,0,18,0,0,,4
169,,90,0,0,0,0,0,6,1,0,,1
173,,90,0,1,0,0,1,29,0,0,,8
178,,23,0,0,0,0,0,-1,0,0,,1
180,,23,0,0,0,0,0,0,0,0,,1
181,,13,0,0,0,0,0,14,0,0,,1
187,,90,0,0,0,0,0,6,0,0,,2
190,,90,0,0,0,0,0,20,0,0,,4
191,,90,0,0,0,0,0,22,0,0,,4
192,,90,0,0,0,0,0,12,0,0,,2
200,,57,0,0,0,0,0,1,0,0,,1
